State,Year,Count,Regions,Divisions,Age
Michigan,2005,43,Midwest,East North Central,0
Michigan,2005,128,Midwest,East North Central,5
Michigan,2005,67,Midwest,East North Central,10
Michigan,2005,99,Midwest,East North Central,15
Michigan,2005,179,Midwest,East North Central,20
Michigan,2005,275,Midwest,East North Central,25
Michigan,2005,420,Midwest,East North Central,30
Michigan,2005,599,Midwest,East North Central,35
Michigan,2005,963,Midwest,East North Central,40
Michigan,2005,1804,Midwest,East North Central,45
Michigan,2005,3028,Midwest,East North Central,50
Michigan,2005,4282,Midwest,East North Central,55
Michigan,2005,5536,Midwest,East North Central,60
Michigan,2005,6008,Midwest,East North Central,65
Michigan,2005,6389,Midwest,East North Central,70
Michigan,2005,6342,Midwest,East North Central,75
Michigan,2005,6559,Midwest,East North Central,80
Michigan,2005,5015,Midwest,East North Central,85
Michigan,2005,3623,Midwest,East North Central,90
Michigan,2006,41,Midwest,East North Central,0
Michigan,2006,102,Midwest,East North Central,5
Michigan,2006,86,Midwest,East North Central,10
Michigan,2006,93,Midwest,East North Central,15
Michigan,2006,161,Midwest,East North Central,20
Michigan,2006,259,Midwest,East North Central,25
Michigan,2006,401,Midwest,East North Central,30
Michigan,2006,534,Midwest,East North Central,35
Michigan,2006,903,Midwest,East North Central,40
Michigan,2006,1751,Midwest,East North Central,45
Michigan,2006,3039,Midwest,East North Central,50
Michigan,2006,4347,Midwest,East North Central,55
Michigan,2006,5809,Midwest,East North Central,60
Michigan,2006,6287,Midwest,East North Central,65
Michigan,2006,6575,Midwest,East North Central,70
Michigan,2006,6497,Midwest,East North Central,75
Michigan,2006,6558,Midwest,East North Central,80
Michigan,2006,4753,Midwest,East North Central,85
Michigan,2006,3684,Midwest,East North Central,90
Michigan,2007,44,Midwest,East North Central,0
Michigan,2007,124,Midwest,East North Central,5
Michigan,2007,66,Midwest,East North Central,10
Michigan,2007,99,Midwest,East North Central,15
Michigan,2007,193,Midwest,East North Central,20
Michigan,2007,264,Midwest,East North Central,25
Michigan,2007,378,Midwest,East North Central,30
Michigan,2007,546,Midwest,East North Central,35
Michigan,2007,1023,Midwest,East North Central,40
Michigan,2007,1652,Midwest,East North Central,45
Michigan,2007,3030,Midwest,East North Central,50
Michigan,2007,4549,Midwest,East North Central,55
Michigan,2007,6122,Midwest,East North Central,60
Michigan,2007,6897,Midwest,East North Central,65
Michigan,2007,6991,Midwest,East North Central,70
Michigan,2007,6649,Midwest,East North Central,75
Michigan,2007,6465,Midwest,East North Central,80
Michigan,2007,5252,Midwest,East North Central,85
Michigan,2007,4010,Midwest,East North Central,90
Michigan,2008,30,Midwest,East North Central,0
Michigan,2008,121,Midwest,East North Central,5
Michigan,2008,95,Midwest,East North Central,10
Michigan,2008,89,Midwest,East North Central,15
Michigan,2008,164,Midwest,East North Central,20
Michigan,2008,252,Midwest,East North Central,25
Michigan,2008,370,Midwest,East North Central,30
Michigan,2008,582,Midwest,East North Central,35
Michigan,2008,946,Midwest,East North Central,40
Michigan,2008,1570,Midwest,East North Central,45
Michigan,2008,2918,Midwest,East North Central,50
Michigan,2008,4602,Midwest,East North Central,55
Michigan,2008,5627,Midwest,East North Central,60
Michigan,2008,6580,Midwest,East North Central,65
Michigan,2008,7023,Midwest,East North Central,70
Michigan,2008,6463,Midwest,East North Central,75
Michigan,2008,5987,Midwest,East North Central,80
Michigan,2008,4998,Midwest,East North Central,85
Michigan,2008,3967,Midwest,East North Central,90
Michigan,2009,29,Midwest,East North Central,0
Michigan,2009,106,Midwest,East North Central,5
Michigan,2009,77,Midwest,East North Central,10
Michigan,2009,76,Midwest,East North Central,15
Michigan,2009,156,Midwest,East North Central,20
Michigan,2009,232,Midwest,East North Central,25
Michigan,2009,365,Midwest,East North Central,30
Michigan,2009,594,Midwest,East North Central,35
Michigan,2009,912,Midwest,East North Central,40
Michigan,2009,1581,Midwest,East North Central,45
Michigan,2009,2835,Midwest,East North Central,50
Michigan,2009,4608,Midwest,East North Central,55
Michigan,2009,5985,Midwest,East North Central,60
Michigan,2009,6903,Midwest,East North Central,65
Michigan,2009,7339,Midwest,East North Central,70
Michigan,2009,6445,Midwest,East North Central,75
Michigan,2009,5669,Midwest,East North Central,80
Michigan,2009,4891,Midwest,East North Central,85
Michigan,2009,3868,Midwest,East North Central,90
Michigan,2010,29,Midwest,East North Central,0
Michigan,2010,120,Midwest,East North Central,5
Michigan,2010,87,Midwest,East North Central,10
Michigan,2010,104,Midwest,East North Central,15
Michigan,2010,149,Midwest,East North Central,20
Michigan,2010,242,Midwest,East North Central,25
Michigan,2010,371,Midwest,East North Central,30
Michigan,2010,541,Midwest,East North Central,35
Michigan,2010,882,Midwest,East North Central,40
Michigan,2010,1597,Midwest,East North Central,45
Michigan,2010,2828,Midwest,East North Central,50
Michigan,2010,4566,Midwest,East North Central,55
Michigan,2010,6123,Midwest,East North Central,60
Michigan,2010,7322,Midwest,East North Central,65
Michigan,2010,7455,Midwest,East North Central,70
Michigan,2010,6687,Midwest,East North Central,75
Michigan,2010,5733,Midwest,East North Central,80
Michigan,2010,4724,Midwest,East North Central,85
Michigan,2010,3946,Midwest,East North Central,90
Michigan,2011,35,Midwest,East North Central,0
Michigan,2011,117,Midwest,East North Central,5
Michigan,2011,81,Midwest,East North Central,10
Michigan,2011,93,Midwest,East North Central,15
Michigan,2011,180,Midwest,East North Central,20
Michigan,2011,249,Midwest,East North Central,25
Michigan,2011,376,Midwest,East North Central,30
Michigan,2011,539,Midwest,East North Central,35
Michigan,2011,770,Midwest,East North Central,40
Michigan,2011,1510,Midwest,East North Central,45
Michigan,2011,2793,Midwest,East North Central,50
Michigan,2011,4596,Midwest,East North Central,55
Michigan,2011,6208,Midwest,East North Central,60
Michigan,2011,7716,Midwest,East North Central,65
Michigan,2011,7959,Midwest,East North Central,70
Michigan,2011,6812,Midwest,East North Central,75
Michigan,2011,5785,Midwest,East North Central,80
Michigan,2011,4848,Midwest,East North Central,85
Michigan,2011,4035,Midwest,East North Central,90
Michigan,2012,40,Midwest,East North Central,0
Michigan,2012,115,Midwest,East North Central,5
Michigan,2012,86,Midwest,East North Central,10
Michigan,2012,112,Midwest,East North Central,15
Michigan,2012,160,Midwest,East North Central,20
Michigan,2012,268,Midwest,East North Central,25
Michigan,2012,346,Midwest,East North Central,30
Michigan,2012,580,Midwest,East North Central,35
Michigan,2012,825,Midwest,East North Central,40
Michigan,2012,1497,Midwest,East North Central,45
Michigan,2012,2526,Midwest,East North Central,50
Michigan,2012,4377,Midwest,East North Central,55
Michigan,2012,6128,Midwest,East North Central,60
Michigan,2012,7262,Midwest,East North Central,65
Michigan,2012,7623,Midwest,East North Central,70
Michigan,2012,6506,Midwest,East North Central,75
Michigan,2012,5341,Midwest,East North Central,80
Michigan,2012,4369,Midwest,East North Central,85
Michigan,2012,3911,Midwest,East North Central,90
Michigan,2013,29,Midwest,East North Central,0
Michigan,2013,85,Midwest,East North Central,5
Michigan,2013,79,Midwest,East North Central,10
Michigan,2013,91,Midwest,East North Central,15
Michigan,2013,150,Midwest,East North Central,20
Michigan,2013,226,Midwest,East North Central,25
Michigan,2013,393,Midwest,East North Central,30
Michigan,2013,539,Midwest,East North Central,35
Michigan,2013,786,Midwest,East North Central,40
Michigan,2013,1504,Midwest,East North Central,45
Michigan,2013,2468,Midwest,East North Central,50
Michigan,2013,4235,Midwest,East North Central,55
Michigan,2013,6018,Midwest,East North Central,60
Michigan,2013,7090,Midwest,East North Central,65
Michigan,2013,7484,Midwest,East North Central,70
Michigan,2013,6637,Midwest,East North Central,75
Michigan,2013,5498,Midwest,East North Central,80
Michigan,2013,4069,Midwest,East North Central,85
Michigan,2013,3940,Midwest,East North Central,90
Michigan,2014,36,Midwest,East North Central,0
Michigan,2014,119,Midwest,East North Central,5
Michigan,2014,67,Midwest,East North Central,10
Michigan,2014,87,Midwest,East North Central,15
Michigan,2014,140,Midwest,East North Central,20
Michigan,2014,275,Midwest,East North Central,25
Michigan,2014,361,Midwest,East North Central,30
Michigan,2014,601,Midwest,East North Central,35
Michigan,2014,774,Midwest,East North Central,40
Michigan,2014,1375,Midwest,East North Central,45
Michigan,2014,2310,Midwest,East North Central,50
Michigan,2014,4123,Midwest,East North Central,55
Michigan,2014,5967,Midwest,East North Central,60
Michigan,2014,7078,Midwest,East North Central,65
Michigan,2014,7682,Midwest,East North Central,70
Michigan,2014,6734,Midwest,East North Central,75
Michigan,2014,5287,Midwest,East North Central,80
Michigan,2014,3990,Midwest,East North Central,85
Michigan,2014,3698,Midwest,East North Central,90
Minnesota,2005,20,Midwest,West North Central,0
Minnesota,2005,55,Midwest,West North Central,5
Minnesota,2005,35,Midwest,West North Central,10
Minnesota,2005,37,Midwest,West North Central,15
Minnesota,2005,80,Midwest,West North Central,20
Minnesota,2005,126,Midwest,West North Central,25
Minnesota,2005,211,Midwest,West North Central,30
Minnesota,2005,298,Midwest,West North Central,35
Minnesota,2005,442,Midwest,West North Central,40
Minnesota,2005,847,Midwest,West North Central,45
Minnesota,2005,1425,Midwest,West North Central,50
Minnesota,2005,2031,Midwest,West North Central,55
Minnesota,2005,2515,Midwest,West North Central,60
Minnesota,2005,2794,Midwest,West North Central,65
Minnesota,2005,2929,Midwest,West North Central,70
Minnesota,2005,2963,Midwest,West North Central,75
Minnesota,2005,2937,Midwest,West North Central,80
Minnesota,2005,2269,Midwest,West North Central,85
Minnesota,2005,1684,Midwest,West North Central,90
Minnesota,2006,16,Midwest,West North Central,0
Minnesota,2006,56,Midwest,West North Central,5
Minnesota,2006,35,Midwest,West North Central,10
Minnesota,2006,47,Midwest,West North Central,15
Minnesota,2006,88,Midwest,West North Central,20
Minnesota,2006,150,Midwest,West North Central,25
Minnesota,2006,209,Midwest,West North Central,30
Minnesota,2006,278,Midwest,West North Central,35
Minnesota,2006,483,Midwest,West North Central,40
Minnesota,2006,871,Midwest,West North Central,45
Minnesota,2006,1451,Midwest,West North Central,50
Minnesota,2006,2102,Midwest,West North Central,55
Minnesota,2006,2711,Midwest,West North Central,60
Minnesota,2006,2844,Midwest,West North Central,65
Minnesota,2006,3100,Midwest,West North Central,70
Minnesota,2006,3052,Midwest,West North Central,75
Minnesota,2006,2927,Midwest,West North Central,80
Minnesota,2006,2310,Midwest,West North Central,85
Minnesota,2006,1749,Midwest,West North Central,90
Minnesota,2007,0,Midwest,West North Central,0
Minnesota,2007,63,Midwest,West North Central,5
Minnesota,2007,38,Midwest,West North Central,10
Minnesota,2007,48,Midwest,West North Central,15
Minnesota,2007,80,Midwest,West North Central,20
Minnesota,2007,155,Midwest,West North Central,25
Minnesota,2007,227,Midwest,West North Central,30
Minnesota,2007,329,Midwest,West North Central,35
Minnesota,2007,514,Midwest,West North Central,40
Minnesota,2007,840,Midwest,West North Central,45
Minnesota,2007,1469,Midwest,West North Central,50
Minnesota,2007,2228,Midwest,West North Central,55
Minnesota,2007,2864,Midwest,West North Central,60
Minnesota,2007,3207,Midwest,West North Central,65
Minnesota,2007,3398,Midwest,West North Central,70
Minnesota,2007,3108,Midwest,West North Central,75
Minnesota,2007,2997,Midwest,West North Central,80
Minnesota,2007,2409,Midwest,West North Central,85
Minnesota,2007,1918,Midwest,West North Central,90
Minnesota,2008,26,Midwest,West North Central,0
Minnesota,2008,68,Midwest,West North Central,5
Minnesota,2008,42,Midwest,West North Central,10
Minnesota,2008,41,Midwest,West North Central,15
Minnesota,2008,86,Midwest,West North Central,20
Minnesota,2008,145,Midwest,West North Central,25
Minnesota,2008,220,Midwest,West North Central,30
Minnesota,2008,289,Midwest,West North Central,35
Minnesota,2008,501,Midwest,West North Central,40
Minnesota,2008,805,Midwest,West North Central,45
Minnesota,2008,1544,Midwest,West North Central,50
Minnesota,2008,2341,Midwest,West North Central,55
Minnesota,2008,2942,Midwest,West North Central,60
Minnesota,2008,3234,Midwest,West North Central,65
Minnesota,2008,3506,Midwest,West North Central,70
Minnesota,2008,3177,Midwest,West North Central,75
Minnesota,2008,2836,Midwest,West North Central,80
Minnesota,2008,2295,Midwest,West North Central,85
Minnesota,2008,1870,Midwest,West North Central,90
Minnesota,2009,0,Midwest,West North Central,0
Minnesota,2009,58,Midwest,West North Central,5
Minnesota,2009,49,Midwest,West North Central,10
Minnesota,2009,50,Midwest,West North Central,15
Minnesota,2009,107,Midwest,West North Central,20
Minnesota,2009,163,Midwest,West North Central,25
Minnesota,2009,241,Midwest,West North Central,30
Minnesota,2009,334,Midwest,West North Central,35
Minnesota,2009,486,Midwest,West North Central,40
Minnesota,2009,832,Midwest,West North Central,45
Minnesota,2009,1486,Midwest,West North Central,50
Minnesota,2009,2337,Midwest,West North Central,55
Minnesota,2009,3009,Midwest,West North Central,60
Minnesota,2009,3396,Midwest,West North Central,65
Minnesota,2009,3498,Midwest,West North Central,70
Minnesota,2009,3094,Midwest,West North Central,75
Minnesota,2009,2777,Midwest,West North Central,80
Minnesota,2009,2119,Midwest,West North Central,85
Minnesota,2009,1817,Midwest,West North Central,90
Minnesota,2010,0,Midwest,West North Central,0
Minnesota,2010,53,Midwest,West North Central,5
Minnesota,2010,43,Midwest,West North Central,10
Minnesota,2010,47,Midwest,West North Central,15
Minnesota,2010,82,Midwest,West North Central,20
Minnesota,2010,147,Midwest,West North Central,25
Minnesota,2010,203,Midwest,West North Central,30
Minnesota,2010,320,Midwest,West North Central,35
Minnesota,2010,494,Midwest,West North Central,40
Minnesota,2010,817,Midwest,West North Central,45
Minnesota,2010,1439,Midwest,West North Central,50
Minnesota,2010,2312,Midwest,West North Central,55
Minnesota,2010,2896,Midwest,West North Central,60
Minnesota,2010,3423,Midwest,West North Central,65
Minnesota,2010,3533,Midwest,West North Central,70
Minnesota,2010,3144,Midwest,West North Central,75
Minnesota,2010,2931,Midwest,West North Central,80
Minnesota,2010,2274,Midwest,West North Central,85
Minnesota,2010,1841,Midwest,West North Central,90
Minnesota,2011,0,Midwest,West North Central,0
Minnesota,2011,64,Midwest,West North Central,5
Minnesota,2011,53,Midwest,West North Central,10
Minnesota,2011,39,Midwest,West North Central,15
Minnesota,2011,77,Midwest,West North Central,20
Minnesota,2011,140,Midwest,West North Central,25
Minnesota,2011,236,Midwest,West North Central,30
Minnesota,2011,366,Midwest,West North Central,35
Minnesota,2011,471,Midwest,West North Central,40
Minnesota,2011,855,Midwest,West North Central,45
Minnesota,2011,1442,Midwest,West North Central,50
Minnesota,2011,2310,Midwest,West North Central,55
Minnesota,2011,3090,Midwest,West North Central,60
Minnesota,2011,3663,Midwest,West North Central,65
Minnesota,2011,3781,Midwest,West North Central,70
Minnesota,2011,3315,Midwest,West North Central,75
Minnesota,2011,2836,Midwest,West North Central,80
Minnesota,2011,2225,Midwest,West North Central,85
Minnesota,2011,1823,Midwest,West North Central,90
Minnesota,2012,18,Midwest,West North Central,0
Minnesota,2012,70,Midwest,West North Central,5
Minnesota,2012,58,Midwest,West North Central,10
Minnesota,2012,57,Midwest,West North Central,15
Minnesota,2012,83,Midwest,West North Central,20
Minnesota,2012,143,Midwest,West North Central,25
Minnesota,2012,263,Midwest,West North Central,30
Minnesota,2012,362,Midwest,West North Central,35
Minnesota,2012,426,Midwest,West North Central,40
Minnesota,2012,764,Midwest,West North Central,45
Minnesota,2012,1380,Midwest,West North Central,50
Minnesota,2012,2342,Midwest,West North Central,55
Minnesota,2012,3100,Midwest,West North Central,60
Minnesota,2012,3662,Midwest,West North Central,65
Minnesota,2012,3649,Midwest,West North Central,70
Minnesota,2012,3302,Midwest,West North Central,75
Minnesota,2012,2829,Midwest,West North Central,80
Minnesota,2012,2315,Midwest,West North Central,85
Minnesota,2012,2039,Midwest,West North Central,90
Minnesota,2013,18,Midwest,West North Central,0
Minnesota,2013,59,Midwest,West North Central,5
Minnesota,2013,54,Midwest,West North Central,10
Minnesota,2013,47,Midwest,West North Central,15
Minnesota,2013,80,Midwest,West North Central,20
Minnesota,2013,149,Midwest,West North Central,25
Minnesota,2013,240,Midwest,West North Central,30
Minnesota,2013,399,Midwest,West North Central,35
Minnesota,2013,493,Midwest,West North Central,40
Minnesota,2013,739,Midwest,West North Central,45
Minnesota,2013,1289,Midwest,West North Central,50
Minnesota,2013,2241,Midwest,West North Central,55
Minnesota,2013,3007,Midwest,West North Central,60
Minnesota,2013,3647,Midwest,West North Central,65
Minnesota,2013,3800,Midwest,West North Central,70
Minnesota,2013,3501,Midwest,West North Central,75
Minnesota,2013,2749,Midwest,West North Central,80
Minnesota,2013,2165,Midwest,West North Central,85
Minnesota,2013,2008,Midwest,West North Central,90
Minnesota,2014,24,Midwest,West North Central,0
Minnesota,2014,55,Midwest,West North Central,5
Minnesota,2014,36,Midwest,West North Central,10
Minnesota,2014,67,Midwest,West North Central,15
Minnesota,2014,86,Midwest,West North Central,20
Minnesota,2014,132,Midwest,West North Central,25
Minnesota,2014,262,Midwest,West North Central,30
Minnesota,2014,380,Midwest,West North Central,35
Minnesota,2014,487,Midwest,West North Central,40
Minnesota,2014,763,Midwest,West North Central,45
Minnesota,2014,1243,Midwest,West North Central,50
Minnesota,2014,2327,Midwest,West North Central,55
Minnesota,2014,3120,Midwest,West North Central,60
Minnesota,2014,3830,Midwest,West North Central,65
Minnesota,2014,4066,Midwest,West North Central,70
Minnesota,2014,3565,Midwest,West North Central,75
Minnesota,2014,2858,Midwest,West North Central,80
Minnesota,2014,2203,Midwest,West North Central,85
Minnesota,2014,2061,Midwest,West North Central,90
Missouri,2005,28,Midwest,West North Central,0
Missouri,2005,78,Midwest,West North Central,5
Missouri,2005,50,Midwest,West North Central,10
Missouri,2005,54,Midwest,West North Central,15
Missouri,2005,85,Midwest,West North Central,20
Missouri,2005,150,Midwest,West North Central,25
Missouri,2005,229,Midwest,West North Central,30
Missouri,2005,306,Midwest,West North Central,35
Missouri,2005,518,Midwest,West North Central,40
Missouri,2005,1033,Midwest,West North Central,45
Missouri,2005,1645,Midwest,West North Central,50
Missouri,2005,2339,Midwest,West North Central,55
Missouri,2005,3003,Midwest,West North Central,60
Missouri,2005,3621,Midwest,West North Central,65
Missouri,2005,3862,Midwest,West North Central,70
Missouri,2005,3969,Midwest,West North Central,75
Missouri,2005,3678,Midwest,West North Central,80
Missouri,2005,2749,Midwest,West North Central,85
Missouri,2005,2225,Midwest,West North Central,90
Missouri,2006,17,Midwest,West North Central,0
Missouri,2006,55,Midwest,West North Central,5
Missouri,2006,35,Midwest,West North Central,10
Missouri,2006,59,Midwest,West North Central,15
Missouri,2006,78,Midwest,West North Central,20
Missouri,2006,147,Midwest,West North Central,25
Missouri,2006,229,Midwest,West North Central,30
Missouri,2006,308,Midwest,West North Central,35
Missouri,2006,497,Midwest,West North Central,40
Missouri,2006,978,Midwest,West North Central,45
Missouri,2006,1616,Midwest,West North Central,50
Missouri,2006,2351,Midwest,West North Central,55
Missouri,2006,3220,Midwest,West North Central,60
Missouri,2006,3563,Midwest,West North Central,65
Missouri,2006,4016,Midwest,West North Central,70
Missouri,2006,3904,Midwest,West North Central,75
Missouri,2006,3719,Midwest,West North Central,80
Missouri,2006,2798,Midwest,West North Central,85
Missouri,2006,2180,Midwest,West North Central,90
Missouri,2007,16,Midwest,West North Central,0
Missouri,2007,64,Midwest,West North Central,5
Missouri,2007,40,Midwest,West North Central,10
Missouri,2007,32,Midwest,West North Central,15
Missouri,2007,72,Midwest,West North Central,20
Missouri,2007,158,Midwest,West North Central,25
Missouri,2007,247,Midwest,West North Central,30
Missouri,2007,295,Midwest,West North Central,35
Missouri,2007,529,Midwest,West North Central,40
Missouri,2007,963,Midwest,West North Central,45
Missouri,2007,1710,Midwest,West North Central,50
Missouri,2007,2489,Midwest,West North Central,55
Missouri,2007,3225,Midwest,West North Central,60
Missouri,2007,3731,Midwest,West North Central,65
Missouri,2007,4154,Midwest,West North Central,70
Missouri,2007,3911,Midwest,West North Central,75
Missouri,2007,3558,Midwest,West North Central,80
Missouri,2007,2744,Midwest,West North Central,85
Missouri,2007,2239,Midwest,West North Central,90
Missouri,2008,24,Midwest,West North Central,0
Missouri,2008,66,Midwest,West North Central,5
Missouri,2008,52,Midwest,West North Central,10
Missouri,2008,32,Midwest,West North Central,15
Missouri,2008,80,Midwest,West North Central,20
Missouri,2008,144,Midwest,West North Central,25
Missouri,2008,219,Midwest,West North Central,30
Missouri,2008,318,Midwest,West North Central,35
Missouri,2008,512,Midwest,West North Central,40
Missouri,2008,873,Midwest,West North Central,45
Missouri,2008,1775,Midwest,West North Central,50
Missouri,2008,2621,Midwest,West North Central,55
Missouri,2008,3329,Midwest,West North Central,60
Missouri,2008,3901,Midwest,West North Central,65
Missouri,2008,4258,Midwest,West North Central,70
Missouri,2008,3879,Midwest,West North Central,75
Missouri,2008,3402,Midwest,West North Central,80
Missouri,2008,2699,Midwest,West North Central,85
Missouri,2008,2164,Midwest,West North Central,90
Missouri,2009,20,Midwest,West North Central,0
Missouri,2009,77,Midwest,West North Central,5
Missouri,2009,43,Midwest,West North Central,10
Missouri,2009,47,Midwest,West North Central,15
Missouri,2009,77,Midwest,West North Central,20
Missouri,2009,149,Midwest,West North Central,25
Missouri,2009,253,Midwest,West North Central,30
Missouri,2009,364,Midwest,West North Central,35
Missouri,2009,520,Midwest,West North Central,40
Missouri,2009,859,Midwest,West North Central,45
Missouri,2009,1726,Midwest,West North Central,50
Missouri,2009,2695,Midwest,West North Central,55
Missouri,2009,3349,Midwest,West North Central,60
Missouri,2009,4167,Midwest,West North Central,65
Missouri,2009,4410,Midwest,West North Central,70
Missouri,2009,3860,Midwest,West North Central,75
Missouri,2009,3409,Midwest,West North Central,80
Missouri,2009,2699,Midwest,West North Central,85
Missouri,2009,2301,Midwest,West North Central,90
Missouri,2010,18,Midwest,West North Central,0
Missouri,2010,63,Midwest,West North Central,5
Missouri,2010,62,Midwest,West North Central,10
Missouri,2010,55,Midwest,West North Central,15
Missouri,2010,80,Midwest,West North Central,20
Missouri,2010,138,Midwest,West North Central,25
Missouri,2010,245,Midwest,West North Central,30
Missouri,2010,331,Midwest,West North Central,35
Missouri,2010,523,Midwest,West North Central,40
Missouri,2010,845,Midwest,West North Central,45
Missouri,2010,1590,Midwest,West North Central,50
Missouri,2010,2624,Midwest,West North Central,55
Missouri,2010,3453,Midwest,West North Central,60
Missouri,2010,4079,Midwest,West North Central,65
Missouri,2010,4346,Midwest,West North Central,70
Missouri,2010,3865,Midwest,West North Central,75
Missouri,2010,3377,Midwest,West North Central,80
Missouri,2010,2526,Midwest,West North Central,85
Missouri,2010,2192,Midwest,West North Central,90
Missouri,2011,18,Midwest,West North Central,0
Missouri,2011,75,Midwest,West North Central,5
Missouri,2011,46,Midwest,West North Central,10
Missouri,2011,60,Midwest,West North Central,15
Missouri,2011,73,Midwest,West North Central,20
Missouri,2011,114,Midwest,West North Central,25
Missouri,2011,211,Midwest,West North Central,30
Missouri,2011,359,Midwest,West North Central,35
Missouri,2011,488,Midwest,West North Central,40
Missouri,2011,844,Midwest,West North Central,45
Missouri,2011,1552,Midwest,West North Central,50
Missouri,2011,2735,Midwest,West North Central,55
Missouri,2011,3547,Midwest,West North Central,60
Missouri,2011,4278,Midwest,West North Central,65
Missouri,2011,4524,Midwest,West North Central,70
Missouri,2011,4092,Midwest,West North Central,75
Missouri,2011,3486,Midwest,West North Central,80
Missouri,2011,2520,Midwest,West North Central,85
Missouri,2011,2364,Midwest,West North Central,90
Missouri,2012,19,Midwest,West North Central,0
Missouri,2012,70,Midwest,West North Central,5
Missouri,2012,47,Midwest,West North Central,10
Missouri,2012,44,Midwest,West North Central,15
Missouri,2012,80,Midwest,West North Central,20
Missouri,2012,133,Midwest,West North Central,25
Missouri,2012,249,Midwest,West North Central,30
Missouri,2012,359,Midwest,West North Central,35
Missouri,2012,498,Midwest,West North Central,40
Missouri,2012,829,Midwest,West North Central,45
Missouri,2012,1536,Midwest,West North Central,50
Missouri,2012,2672,Midwest,West North Central,55
Missouri,2012,3595,Midwest,West North Central,60
Missouri,2012,4195,Midwest,West North Central,65
Missouri,2012,4604,Midwest,West North Central,70
Missouri,2012,4124,Midwest,West North Central,75
Missouri,2012,3381,Midwest,West North Central,80
Missouri,2012,2599,Midwest,West North Central,85
Missouri,2012,2330,Midwest,West North Central,90
Missouri,2013,29,Midwest,West North Central,0
Missouri,2013,57,Midwest,West North Central,5
Missouri,2013,35,Midwest,West North Central,10
Missouri,2013,52,Midwest,West North Central,15
Missouri,2013,89,Midwest,West North Central,20
Missouri,2013,141,Midwest,West North Central,25
Missouri,2013,204,Midwest,West North Central,30
Missouri,2013,336,Midwest,West North Central,35
Missouri,2013,504,Midwest,West North Central,40
Missouri,2013,798,Midwest,West North Central,45
Missouri,2013,1440,Midwest,West North Central,50
Missouri,2013,2630,Midwest,West North Central,55
Missouri,2013,3656,Midwest,West North Central,60
Missouri,2013,4112,Midwest,West North Central,65
Missouri,2013,4731,Midwest,West North Central,70
Missouri,2013,4120,Midwest,West North Central,75
Missouri,2013,3320,Midwest,West North Central,80
Missouri,2013,2474,Midwest,West North Central,85
Missouri,2013,2052,Midwest,West North Central,90
Missouri,2014,24,Midwest,West North Central,0
Missouri,2014,71,Midwest,West North Central,5
Missouri,2014,48,Midwest,West North Central,10
Missouri,2014,45,Midwest,West North Central,15
Missouri,2014,64,Midwest,West North Central,20
Missouri,2014,143,Midwest,West North Central,25
Missouri,2014,242,Midwest,West North Central,30
Missouri,2014,365,Midwest,West North Central,35
Missouri,2014,498,Midwest,West North Central,40
Missouri,2014,795,Midwest,West North Central,45
Missouri,2014,1399,Midwest,West North Central,50
Missouri,2014,2594,Midwest,West North Central,55
Missouri,2014,3642,Midwest,West North Central,60
Missouri,2014,4242,Midwest,West North Central,65
Missouri,2014,4795,Midwest,West North Central,70
Missouri,2014,4229,Midwest,West North Central,75
Missouri,2014,3356,Midwest,West North Central,80
Missouri,2014,2400,Midwest,West North Central,85
Missouri,2014,2162,Midwest,West North Central,90
Mississippi,2005,0,South,East South Cental,0
Mississippi,2005,37,South,East South Cental,5
Mississippi,2005,23,South,East South Cental,10
Mississippi,2005,22,South,East South Cental,15
Mississippi,2005,39,South,East South Cental,20
Mississippi,2005,54,South,East South Cental,25
Mississippi,2005,93,South,East South Cental,30
Mississippi,2005,162,South,East South Cental,35
Mississippi,2005,218,South,East South Cental,40
Mississippi,2005,498,South,East South Cental,45
Mississippi,2005,756,South,East South Cental,50
Mississippi,2005,1071,South,East South Cental,55
Mississippi,2005,1576,South,East South Cental,60
Mississippi,2005,1700,South,East South Cental,65
Mississippi,2005,1884,South,East South Cental,70
Mississippi,2005,1788,South,East South Cental,75
Mississippi,2005,1504,South,East South Cental,80
Mississippi,2005,1014,South,East South Cental,85
Mississippi,2005,722,South,East South Cental,90
Mississippi,2006,0,South,East South Cental,0
Mississippi,2006,33,South,East South Cental,5
Mississippi,2006,18,South,East South Cental,10
Mississippi,2006,33,South,East South Cental,15
Mississippi,2006,34,South,East South Cental,20
Mississippi,2006,61,South,East South Cental,25
Mississippi,2006,98,South,East South Cental,30
Mississippi,2006,164,South,East South Cental,35
Mississippi,2006,262,South,East South Cental,40
Mississippi,2006,486,South,East South Cental,45
Mississippi,2006,777,South,East South Cental,50
Mississippi,2006,1180,South,East South Cental,55
Mississippi,2006,1667,South,East South Cental,60
Mississippi,2006,1720,South,East South Cental,65
Mississippi,2006,2023,South,East South Cental,70
Mississippi,2006,1847,South,East South Cental,75
Mississippi,2006,1530,South,East South Cental,80
Mississippi,2006,1051,South,East South Cental,85
Mississippi,2006,772,South,East South Cental,90
Mississippi,2007,0,South,East South Cental,0
Mississippi,2007,22,South,East South Cental,5
Mississippi,2007,22,South,East South Cental,10
Mississippi,2007,20,South,East South Cental,15
Mississippi,2007,34,South,East South Cental,20
Mississippi,2007,57,South,East South Cental,25
Mississippi,2007,100,South,East South Cental,30
